order_date,member_grade_label,first_category,second_category,transition_buyers,second_orders,quantity,revenue,transition_rate
2024-06-10,FAMILY,라운드티,라운드티,1,1,1,57000,0
2024-06-10,FAMILY,자켓/ 베스트,맨투맨/후드티,1,1,1,54700,0
2024-06-10,SILVER,상의,반바지,1,1,1,75090,0
2024-06-11,FAMILY,긴바지,긴바지,1,1,1,113330,0
2024-06-11,FAMILY,긴바지,폴로티/집업,1,1,1,75230,0
2024-06-11,FAMILY,긴바지,반바지,1,1,1,46660,0
2024-06-11,FAMILY,캡,가방,1,1,1,60300,0
2024-06-12,FAMILY,긴바지,라운드티,2,2,2,94040,0
2024-06-12,FAMILY,라운드티,긴바지,1,1,1,76850,0
2024-06-12,FAMILY,라운드티,라운드티,1,1,1,59740,0
2024-06-12,FAMILY,바람막이,라운드티,1,1,2,112540,0
2024-06-12,FAMILY,반바지,라운드티,1,1,1,49000,0
2024-06-12,FAMILY,캡,크로스/토트백,1,1,1,22250,0
2024-06-13,FAMILY,가방,햇,1,1,1,42010,0
2024-06-13,FAMILY,자켓/ 베스트,긴바지,1,1,1,79200,0
2024-06-13,FAMILY,하이킹,캡,1,1,1,19210,0
2024-06-13,FAMILY,햇,햇,1,1,1,42010,0
2024-06-14,FAMILY,가방,긴바지,1,1,1,66580,0
2024-06-14,FAMILY,라운드티,UNKNOWN,1,1,1,111300,0
2024-06-14,FAMILY,라운드티,라운드티,1,1,1,35520,0
2024-06-14,FAMILY,바람막이,라운드티,1,1,2,89960,0
2024-06-14,FAMILY,바람막이,카고/조거,1,1,1,64500,0
2024-06-14,FAMILY,바람막이,긴바지,1,1,1,59500,0
2024-06-14,FAMILY,상의,라운드티,1,1,2,89960,0
2024-06-14,FAMILY,셋업,셋업,1,1,2,110600,0
2024-06-14,SILVER,긴바지,반바지,1,1,1,30800,0
2024-06-14,SILVER,라운드티,라운드티,2,2,4,176000,0
2024-06-14,SILVER,라운드티,바람막이,1,1,1,159000,0
2024-06-14,SILVER,라운드티,셋업,1,1,2,158400,0
2024-06-14,SILVER,라운드티,반바지,2,2,2,70000,0
2024-06-14,SILVER,자켓/ 베스트,바람막이,1,1,1,159000,0
2024-06-14,SILVER,자켓/ 베스트,라운드티,1,1,1,55300,0
2024-06-15,FAMILY,긴바지,라운드티,1,1,3,116900,0
2024-06-15,FAMILY,긴바지,긴바지,1,1,1,57870,0
2024-06-15,FAMILY,라운드티,라운드티,2,2,4,193200,0
2024-06-15,FAMILY,셋업,긴바지,1,1,1,34650,0
2024-06-15,FAMILY,액세서리,하이킹,1,1,1,160300,0
2024-06-15,FAMILY,액세서리,라운드티,1,1,1,48300,0
2024-06-16,FAMILY,라운드티,반바지,1,1,1,35100,0
2024-06-16,FAMILY,셋업,긴바지,1,1,1,136660,0
2024-06-16,FAMILY,셋업,라운드티,1,1,2,81220,0
2024-06-17,FAMILY,UNKNOWN,라운드티,1,1,1,44550,0
2024-06-17,FAMILY,긴바지,라운드티,1,1,1,44550,0
2024-06-17,FAMILY,라운드티,셋업,1,1,1,56070,0
2024-06-17,FAMILY,라운드티,라운드티,1,1,1,48300,0
2024-06-17,FAMILY,트레일러닝,라운드티,1,1,1,41300,0
2024-06-18,FAMILY,라운드티,라운드티,3,3,3,96730,0
2024-06-18,FAMILY,라운드티,셋업,1,1,1,53650,0
2024-06-18,FAMILY,반바지,셋업,1,1,1,53650,0
2024-06-18,FAMILY,반바지,라운드티,1,1,1,33760,0
2024-06-18,FAMILY,셋업,셋업,1,1,1,53650,0
2024-06-18,FAMILY,셋업,라운드티,1,1,1,33760,0
2024-06-18,FAMILY,자켓/ 베스트,라운드티,1,1,6,218070,0
2024-06-19,FAMILY,긴바지,UNKNOWN,1,1,1,71200,0
2024-06-19,FAMILY,라운드티,라운드티,2,2,2,83190,0
2024-06-19,FAMILY,라운드티,긴바지,1,1,1,67550,0
2024-06-19,FAMILY,셋업,UNKNOWN,1,1,1,71200,0
2024-06-20,FAMILY,UNKNOWN,자켓/ 베스트,1,1,1,153300,0
2024-06-20,FAMILY,긴바지,트레일러닝,1,1,1,107500,0
2024-06-20,FAMILY,라운드티,트레일러닝,1,1,1,107500,0
2024-06-20,FAMILY,라운드티,가방,1,1,1,62300,0
2024-06-20,FAMILY,라운드티,셋업,1,1,1,57610,0
2024-06-20,FAMILY,라운드티,라운드티,1,1,1,38190,0
2024-06-20,FAMILY,맨투맨/후드티,셋업,1,1,1,57610,0
2024-06-20,FAMILY,맨투맨/후드티,라운드티,1,1,1,38190,0
2024-06-20,FAMILY,셔츠,자켓/ 베스트,1,1,1,125770,0
2024-06-21,FAMILY,UNKNOWN,라운드티,1,1,1,47200,0
2024-06-21,FAMILY,긴바지,긴바지,1,1,1,69300,0
2024-06-21,FAMILY,라운드티,라운드티,1,1,1,47200,0
2024-06-21,FAMILY,셋업,셋업,1,1,1,54990,0
2024-06-22,FAMILY,긴바지,긴바지,1,1,1,86090,0
2024-06-22,FAMILY,등산화,트레일러닝,1,1,1,90590,0
2024-06-22,FAMILY,라운드티,자켓/ 베스트,1,1,1,146230,0
2024-06-22,FAMILY,라운드티,긴바지,1,1,1,79460,0
2024-06-22,FAMILY,라운드티,라운드티,1,1,1,50200,0
2024-06-22,FAMILY,상의,라운드티,1,1,1,55640,0
2024-06-22,SILVER,라운드티,라운드티,1,1,2,70700,0
2024-06-23,FAMILY,긴바지,긴바지,1,1,1,90300,0
2024-06-23,FAMILY,긴바지,셋업,1,1,1,80200,0
2024-06-23,FAMILY,라운드티,라운드티,2,2,3,145500,0
2024-06-23,FAMILY,라운드티,긴바지,2,2,2,144800,0
2024-06-23,FAMILY,셋업,긴바지,1,1,1,54500,0
2024-06-23,FAMILY,셋업,라운드티,1,1,1,29500,0
2024-06-24,FAMILY,긴바지,긴바지,2,2,2,207980,0
2024-06-24,FAMILY,라운드티,라운드티,2,2,2,91050,0
2024-06-24,FAMILY,라운드티,긴바지,1,1,1,75670,0
2024-06-24,FAMILY,라운드티,반바지,1,1,1,39200,0
2024-06-24,FAMILY,바람막이,긴바지,1,1,1,76300,0
2024-06-24,FAMILY,바람막이,라운드티,1,1,1,34300,0
2024-06-24,FAMILY,자켓/ 베스트,반바지,1,1,1,39100,0
2024-06-24,FAMILY,트레일러닝,라운드티,1,1,1,55200,0
2024-06-24,FAMILY,트레일러닝,반바지,1,1,1,39200,0
2024-06-25,FAMILY,긴바지,반바지,1,1,1,39200,0
2024-06-25,FAMILY,긴바지,라운드티,1,1,1,39200,0
2024-06-25,FAMILY,라운드티,라운드티,2,2,2,83850,0
2024-06-25,FAMILY,라운드티,반바지,1,1,1,39200,0
2024-06-25,FAMILY,캡,반바지,1,1,1,39200,0
2024-06-25,FAMILY,하이킹,라운드티,1,1,1,39200,0
2024-06-25,FAMILY,하이킹,반바지,1,1,1,39200,0
2024-06-25,SILVER,긴바지,긴바지,1,1,1,69500,0
2024-06-25,SILVER,긴바지,라운드티,1,1,1,34500,0
2024-06-25,SILVER,셔츠,긴바지,1,1,1,69500,0
2024-06-25,SILVER,셔츠,라운드티,1,1,1,34500,0
2024-06-26,FAMILY,긴바지,긴바지,1,1,1,69300,0
2024-06-26,FAMILY,라운드티,라운드티,3,3,5,223950,0
2024-06-26,FAMILY,라운드티,반바지,1,1,2,78400,0
2024-06-26,FAMILY,라운드티,UNKNOWN,1,1,2,69000,0
2024-06-26,FAMILY,반바지,라운드티,1,1,3,149600,0
2024-06-26,FAMILY,반바지,반바지,1,1,2,78400,0
2024-06-26,FAMILY,셋업,바람막이,1,1,1,142330,0
2024-06-26,FAMILY,셋업,라운드티,1,1,1,34710,0
2024-06-26,FAMILY,셋업,반바지,1,1,1,21940,0
2024-06-26,GOLD,셋업,긴바지,1,1,1,62300,0
2024-06-27,FAMILY,가방,라운드티,1,1,1,28600,0
2024-06-27,FAMILY,라운드티,라운드티,2,2,2,94090,0
2024-06-27,FAMILY,라운드티,반바지,1,1,1,42800,0
2024-06-28,FAMILY,긴바지,긴바지,2,2,2,155860,0
2024-06-28,FAMILY,긴바지,셋업,1,1,1,81320,0
2024-06-28,FAMILY,셋업,라운드티,1,1,1,69000,0
2024-06-28,SILVER,긴바지,긴바지,1,1,1,92800,0
2024-06-28,SILVER,긴바지,라운드티,1,1,1,54200,0
2024-06-28,SILVER,자켓/ 베스트,긴바지,1,1,1,92800,0
2024-06-28,SILVER,자켓/ 베스트,라운드티,1,1,1,54200,0
2024-06-29,FAMILY,라운드티,자켓/ 베스트,1,1,1,150260,0
2024-06-29,FAMILY,라운드티,맨투맨/후드티,1,1,1,61070,0
2024-06-29,FAMILY,셋업,긴바지,1,1,1,90540,0
2024-06-30,FAMILY,긴바지,가방,1,1,1,51530,0
2024-06-30,FAMILY,긴바지,라운드티,1,1,1,47360,0
2024-06-30,FAMILY,긴바지,반바지,1,1,1,36580,0
2024-06-30,FAMILY,반바지,자켓/ 베스트,1,1,1,147000,0
2024-06-30,FAMILY,하이킹,라운드티,1,1,1,32320,0
2024-07-01,FAMILY,라운드티,라운드티,1,1,1,35370,0
2024-07-01,FAMILY,반바지,라운드티,1,1,1,38220,0
2024-07-01,FAMILY,반바지,UNKNOWN,1,1,1,38220,0
2024-07-01,FAMILY,상의,셋업,1,1,2,101810,0
2024-07-01,FAMILY,셋업,셋업,1,1,2,101810,0
2024-07-01,SILVER,반바지,긴바지,1,1,1,62370,0
2024-07-02,FAMILY,가방,라운드티,1,1,1,33920,0
2024-07-02,FAMILY,긴바지,가방,1,1,1,104300,0
2024-07-02,FAMILY,라운드티,가방,1,1,1,104300,0
2024-07-02,FAMILY,반바지,반바지,1,1,1,50380,0
2024-07-02,FAMILY,셋업,셋업,1,1,1,49200,0
2024-07-02,FAMILY,자켓/ 베스트,자켓/ 베스트,1,1,1,149300,0
2024-07-02,SILVER,자켓/ 베스트,긴바지,1,1,1,40830,0
2024-07-03,FAMILY,등산화,라운드티,1,1,1,77730,0
2024-07-03,FAMILY,라운드티,등산화,1,1,1,109500,0
2024-07-03,FAMILY,스니커즈,셋업,1,1,1,36300,0
2024-07-04,FAMILY,라운드티,긴바지,1,1,1,62650,0
2024-07-04,FAMILY,셋업,긴바지,1,1,1,62650,0
2024-07-05,FAMILY,긴바지,긴바지,1,1,1,118300,0
2024-07-05,FAMILY,긴바지,반바지,1,1,1,30000,0
2024-07-05,FAMILY,라운드티,라운드티,3,3,4,166550,0
2024-07-05,FAMILY,라운드티,셋업,1,1,1,45650,0
2024-07-05,FAMILY,라운드티,크로스/토트백,1,1,1,26300,0
2024-07-05,FAMILY,바람막이,라운드티,1,1,1,47200,0
2024-07-05,FAMILY,반바지,반바지,1,1,1,30000,0
2024-07-05,FAMILY,셋업,반바지,1,1,1,27110,0
2024-07-05,FAMILY,캡,라운드티,1,1,1,39500,0
2024-07-05,FAMILY,캡,크로스/토트백,1,1,1,26300,0
2024-07-05,FAMILY,트레일러닝,라운드티,1,1,1,39500,0
2024-07-05,FAMILY,트레일러닝,크로스/토트백,1,1,1,26300,0
2024-07-06,FAMILY,라운드티,라운드티,2,2,2,74190,0
2024-07-06,FAMILY,반바지,셔츠,1,1,1,69200,0
2024-07-06,FAMILY,반바지,라운드티,1,1,1,33280,0
2024-07-06,FAMILY,하이킹,긴바지,1,1,1,75180,0
2024-07-06,FAMILY,하이킹,셋업,1,1,1,61380,0
2024-07-06,FAMILY,하이킹,라운드티,1,1,1,46510,0
2024-07-07,FAMILY,셔츠,반바지,1,1,1,58800,0
2024-07-08,FAMILY,UNKNOWN,UNKNOWN,1,1,1,66030,0
2024-07-08,FAMILY,라운드티,반바지,1,1,1,42200,0
2024-07-08,FAMILY,라운드티,라운드티,1,1,1,31440,0
2024-07-08,FAMILY,트레일러닝,라운드티,1,1,1,23300,0
2024-07-09,FAMILY,UNKNOWN,UNKNOWN,1,1,2,179000,0
2024-07-09,FAMILY,긴바지,긴바지,1,1,2,122880,0
2024-07-09,FAMILY,긴바지,라운드티,1,1,1,42170,0
2024-07-09,FAMILY,라운드티,라운드티,2,2,3,106660,0
2024-07-10,FAMILY,긴바지,긴바지,1,1,2,115540,0
2024-07-10,FAMILY,긴바지,라운드티,1,1,1,36350,0
2024-07-10,FAMILY,등산화,긴바지,1,1,2,115540,0
2024-07-10,FAMILY,등산화,라운드티,1,1,1,36350,0
2024-07-10,FAMILY,반바지,긴바지,1,1,1,64210,0
2024-07-10,FAMILY,방수자켓,긴바지,1,1,1,63300,0
2024-07-10,FAMILY,상의,UNKNOWN,1,1,1,48630,0
2024-07-10,FAMILY,셋업,셋업,1,1,1,53060,0
2024-07-10,FAMILY,자켓/ 베스트,자켓/ 베스트,1,1,1,209300,0
2024-07-10,FAMILY,폴로티/집업,라운드티,1,1,1,26200,0
2024-07-11,FAMILY,긴바지,UNKNOWN,1,1,1,55640,0
2024-07-11,FAMILY,라운드티,셋업,1,1,2,69000,0
2024-07-11,FAMILY,라운드티,라운드티,1,1,1,29500,0
2024-07-11,FAMILY,라운드티,반바지,1,1,1,24500,0
2024-07-11,FAMILY,셋업,라운드티,1,1,1,64600,0
2024-07-11,FAMILY,하이킹,셋업,1,1,1,113670,0
2024-07-11,FAMILY,하이킹,긴바지,1,1,1,80040,0
2024-07-11,FAMILY,하이킹,UNKNOWN,1,1,1,55640,0
2024-07-11,SILVER,긴바지,긴바지,1,1,1,51390,0
2024-07-11,SILVER,반바지,긴바지,1,1,2,144480,0
2024-07-11,SILVER,반바지,라운드티,1,1,3,114920,0
2024-07-12,FAMILY,라운드티,셋업,2,2,2,226920,0
2024-07-12,FAMILY,라운드티,긴바지,1,1,1,106470,0
2024-07-12,FAMILY,라운드티,상의,1,1,1,66360,0
2024-07-12,FAMILY,라운드티,라운드티,1,1,1,46540,0
2024-07-12,FAMILY,라운드티,햇,1,1,1,23110,0
2024-07-12,FAMILY,상의,셋업,1,1,1,129450,0
2024-07-12,FAMILY,상의,상의,1,1,1,66360,0
2024-07-12,SILVER,라운드티,라운드티,1,1,1,35410,0
2024-07-13,FAMILY,긴바지,라운드티,1,1,2,119930,0
2024-07-14,FAMILY,UNKNOWN,긴바지,1,1,1,62370,0
2024-07-14,FAMILY,UNKNOWN,라운드티,1,1,1,32900,0
2024-07-14,FAMILY,긴바지,긴바지,1,1,1,69300,0
2024-07-14,FAMILY,라운드티,라운드티,4,4,4,187850,0
2024-07-14,FAMILY,라운드티,긴바지,1,1,1,56110,0
2024-07-14,FAMILY,상의,긴바지,1,1,1,46370,0
2024-07-14,FAMILY,셋업,셋업,1,1,1,61370,0
2024-07-15,FAMILY,긴바지,긴바지,2,2,2,225520,0
2024-07-15,FAMILY,긴바지,라운드티,1,1,1,69000,0
2024-07-15,FAMILY,라운드티,긴바지,1,1,1,139000,0
2024-07-15,FAMILY,라운드티,라운드티,1,1,1,69000,0
2024-07-15,SILVER,긴바지,긴바지,1,1,1,69300,0
2024-07-16,FAMILY,라운드티,라운드티,1,1,1,67650,0
2024-07-16,FAMILY,자켓/ 베스트,긴바지,1,1,1,66000,0
2024-07-16,FAMILY,트레일러닝,라운드티,1,1,1,31300,0
2024-07-16,FAMILY,하이킹,긴바지,1,1,1,61300,0
2024-07-16,SILVER,긴바지,라운드티,1,1,2,64590,0
2024-07-16,SILVER,긴바지,UNKNOWN,1,1,1,54230,0
2024-07-17,FAMILY,긴바지,긴바지,3,3,4,257730,0
2024-07-17,FAMILY,긴바지,라운드티,1,1,1,37200,0
2024-07-17,FAMILY,반바지,가방,1,1,1,60540,0
2024-07-17,FAMILY,셋업,셋업,1,1,1,94740,0
2024-07-17,FAMILY,셋업,긴바지,1,1,1,65830,0
2024-07-17,FAMILY,캡,셋업,1,1,1,50020,0
2024-07-18,FAMILY,UNKNOWN,라운드티,1,1,1,35280,0
2024-07-18,FAMILY,긴바지,UNKNOWN,1,1,1,61800,0
2024-07-18,FAMILY,라운드티,긴바지,1,1,1,122930,0
2024-07-18,FAMILY,라운드티,라운드티,2,2,2,64400,0
2024-07-18,FAMILY,맨투맨/후드티,반바지,1,1,1,35280,0
2024-07-18,FAMILY,셋업,라운드티,1,1,1,45240,0
2024-07-18,FAMILY,자켓/ 베스트,바람막이,1,1,1,135090,0
2024-07-18,FAMILY,햇,라운드티,1,1,1,60920,0
2024-07-19,FAMILY,긴바지,긴바지,1,1,1,95200,0
2024-07-19,FAMILY,긴바지,라운드티,1,1,1,69120,0
2024-07-19,FAMILY,라운드티,라운드티,2,2,2,110430,0
2024-07-19,FAMILY,라운드티,긴바지,1,1,1,95200,0
2024-07-19,FAMILY,셋업,셔츠,1,1,1,62110,0
2024-07-19,FAMILY,셋업,반바지,1,1,1,55140,0
2024-07-19,FAMILY,자켓/ 베스트,긴바지,1,1,1,58490,0
2024-07-20,FAMILY,UNKNOWN,라운드티,1,1,1,31080,0
2024-07-20,FAMILY,긴바지,긴바지,1,1,1,62300,0
2024-07-20,FAMILY,등산화,셋업,1,1,1,83300,0
2024-07-20,FAMILY,등산화,라운드티,1,1,1,55300,0
